country,survey_year,hdi_category,indicator_name,reference,values
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,131
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,135
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,138
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,139
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,140
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,f,148
Malawi,2000,,Rang_IDH,,164
Sierra Leone,2005,,Rang_IDH,,177
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,93
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,96
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,34
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,"c,f",99
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,51
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,27
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,,69
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,30
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,21
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,..
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,34
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,70
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,e,3
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,f,17
Malawi,2000,,Birth_attended_Poor,,43
Sierra Leone,2005,,Birth_attended_Poor,,27
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,100
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,100
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,100
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,"c,f",100
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,96
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,98
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,,91
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,95
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,90
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,..
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,83
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,98
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,e,40
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,f,75
Malawi,2000,,Birth_attended_Rich,,83
Sierra Leone,2005,,Birth_attended_Rich,,83
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,92
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,59
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,65
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,"c,f",86
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,85
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,48
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,81
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,56
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,62
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,66
Congo,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,29
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,e,57
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,f,40
Malawi,2000,,One-year-olds  immunized_Poor,,65
Sierra Leone,2005,,One-year-olds  immunized_Poor,,..
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,86
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,51
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,73
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,"c,f",86
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,91
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,57
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,97
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,76
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,86
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,69
Congo,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,73
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,e,87
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,f,65
Malawi,2000,,One-year-olds  immunized_Rich,,81
Sierra Leone,2005,,One-year-olds  immunized_Rich,,..
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,16
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,15
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,46
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,"c,f",14
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,24
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,42
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,32
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,29
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,47
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,31
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,47
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,32
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,e,54
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,f,38
Malawi,2000,,Child_underheight_ Poor,,26
Sierra Leone,2005,,Child_underheight_ Poor,,44
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,7
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,8
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,4
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,"c,f",6
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,14
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,5
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,21
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,10
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,19
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,7
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,25
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,20
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,e,25
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,f,19
Malawi,2000,,Child_underheight_ Rich,,23
Sierra Leone,2005,,Child_underheight_ Rich,,26
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,..
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,41
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,46
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,"c,f",20
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,59
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,72
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,62
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,101
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,75
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,88
Congo,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,91
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,e,90
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,f,96
Malawi,2000,,IMR_Poor,,132
Sierra Leone,2005,,IMR_Poor,,159
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,..
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,14
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,6
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,"c,f",16
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,23
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,27
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,24
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,34
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,64
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,70
Congo,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,56
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,e,65
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,f,62
Malawi,2000,,IMR_Rich,,86
Sierra Leone,2005,,IMR_Rich,,108
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,..
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,52
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,63
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,"c,f",29
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,75
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,105
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,78
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,127
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,118
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,114
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,135
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,e,121
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,f,149
Malawi,2000,,Under5_MR_Poor,,231
Sierra Leone,2005,,Under5_MR_Poor,,268
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,..
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,23
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,11
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,"c,f",17
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,25
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,32
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,..
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,26
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,43
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,100
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,82
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,85
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,e,72
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,f,91
Malawi,2000,,Under5_MR_Rich,,149
Sierra Leone,2005,,Under5_MR_Rich,,179
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,c,73
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,"c,e",83
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,f,111
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,c,99
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,"c,e",96
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,f,99
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,c,99
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,"c,e",100
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,f,100
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,c,69
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,"c,e",59
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,f,86
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,c,62
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,"c,e",51
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,f,86
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,c,15
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,"c,e",15
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,f,14
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,c,8
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,"c,e",8
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,f,6
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,c,68
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,"c,e",41
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,f,20
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,c,42
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,"c,e",14
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,f,16
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,c,82
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,"c,e",52
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,f,29
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,c,45
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,"c,e",23
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,f,17
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,,78
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,g,117
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,,135
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,,93
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,g,27
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,,..
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,,100
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,g,98
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,,..
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,,92
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,g,48
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,,62
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,,86
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,g,57
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,,86
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,16
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,g,42
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,31
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,7
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,g,5
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,7
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,..
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,g,72
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,75
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,..
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,g,27
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,64
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,..
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,g,105
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,118
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,..
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,g,32
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,100
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,i,134
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Poor,i,26
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Birth_attended_Rich,i,85
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Poor,i,40
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,One-year-olds  immunized_Rich,i,82
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,i,45
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,i,23
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,i,87
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,i,65
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,i,129
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,i,87
